cds,stype,name,sname,snum,dname,dnum,cname,cnum,flag,pcttest,api00,api99,target,growth,sch.wide,comp.imp,both,awards,meals,ell,yr.rnd,mobility,acs.k3,acs.46,acs.core,pct.resp,not.hsg,hsg,some.col,col.grad,grad.sch,avg.ed,full,emer,enroll,api.stu
36676866113633,E,D'Arcy (Michael,D'Arcy (Michael) Elementary,3990,Colton Joint Unified,148,San Bernardino,35,NA,98,689,672,6,17,Yes,No,No,No,48,9,No,23,19,31,NA,94,6,53,22,17,2,2.5799999237060547,71,29,538,395
36677026035778,M,Etiwanda Interm,Etiwanda Intermediate,3991,Etiwanda Elementary,219,San Bernardino,35,NA,99,742,732,3,10,Yes,Yes,Yes,Yes,20,2,NA,20,NA,32,30,88,3,15,40,28,14,3.3499999046325684,80,16,1253,988
36677026035786,M,Summit Intermed,Summit Intermediate,3992,Etiwanda Elementary,219,San Bernardino,35,NA,99,752,714,4,38,Yes,Yes,Yes,Yes,12,1,NA,17,NA,31,30,92,3,13,35,33,16,3.4700000286102295,87,13,1305,1016
36677026106595,E,Windrows Elemen,Windrows Elementary,3993,Etiwanda Elementary,219,San Bernardino,35,NA,100,790,751,2,39,Yes,Yes,Yes,Yes,14,1,NA,14,20,30,NA,97,1,16,44,26,13,3.309999942779541,88,9,502,439
36677026107569,E,Caryn Elementar,Caryn Elementary,3994,Etiwanda Elementary,219,San Bernardino,35,NA,100,782,770,2,12,Yes,No,No,No,5,1,NA,14,19,28,NA,90,1,9,34,36,20,3.6500000953674316,96,7,442,383
36677026108005,E,West Heritage E,West Heritage Elementary,3995,Etiwanda Elementary,219,San Bernardino,35,NA,100,708,694,5,14,Yes,Yes,Yes,Yes,26,4,NA,18,20,28,NA,86,4,18,36,31,11,3.2699999809265137,87,8,646,540
36677026112114,E,Lightfoot (Carl,Lightfoot (Carleton P.) Elementary,3996,Etiwanda Elementary,219,San Bernardino,35,NA,100,819,764,2,55,Yes,Yes,Yes,Yes,9,1,NA,19,20,29,NA,96,1,10,27,43,19,3.690000057220459,93,4,411,335
36677026112122,E,Terra Vista Ele,Terra Vista Elementary,3997,Etiwanda Elementary,219,San Bernardino,35,NA,100,768,703,5,65,Yes,Yes,Yes,Yes,30,1,NA,24,19,30,NA,94,7,19,39,22,14,3.1600000858306885,96,0,361,274
36677026112130,E,East Heritage E,East Heritage Elementary,3998,Etiwanda Elementary,219,San Bernardino,35,NA,99,681,658,7,23,Yes,Yes,Yes,Yes,23,3,NA,37,21,30,NA,93,4,17,34,33,12,3.3299999237060547,95,5,640,406
36677103630555,H,Fontana Miller ,Fontana Miller (A.B.) High,3999,Fontana Unified,238,San Bernardino,35,NA,99,509,504,15,5,No,No,No,No,44,18,NA,13,NA,NA,32,5,28,40,18,13,1,2.190000057220459,81,15,2552,2238
36677103633302,H,Fontana High,Fontana High,4000,Fontana Unified,238,San Bernardino,35,NA,100,488,488,16,0,No,No,No,No,45,23,NA,14,NA,NA,32,5,38,27,15,15,5,2.2200000286102295,84,17,2614,2366
36677106035794,E,Juniper Element,Juniper Elementary,4001,Fontana Unified,238,San Bernardino,35,NA,100,518,487,16,31,Yes,Yes,Yes,Yes,88,45,NA,25,20,29,NA,8,47,32,11,3,8,1.9199999570846558,76,24,491,410
36677106035802,E,Jurupa Hills El,Jurupa Hills Elementary,4002,Fontana Unified,238,San Bernardino,35,NA,100,535,509,15,26,Yes,Yes,Yes,Yes,69,33,NA,23,20,28,NA,10,55,23,19,3,0,1.7100000381469727,91,17,310,260
36677106035810,E,Live Oak Elemen,Live Oak Elementary,4003,Fontana Unified,238,San Bernardino,35,NA,100,522,462,17,60,Yes,Yes,Yes,Yes,84,51,No,22,20,28,NA,8,34,40,13,13,0,2.0399999618530273,74,26,602,541
36677106035828,E,Maple Elementar,Maple Elementary,4004,Fontana Unified,238,San Bernardino,35,NA,98,527,502,15,25,Yes,No,No,No,75,27,No,25,20,29,NA,10,20,39,26,14,2,2.380000114440918,79,15,690,566
36677106035836,E,North Tamarind ,North Tamarind Elementary,4005,Fontana Unified,238,San Bernardino,35,NA,100,489,437,18,52,Yes,Yes,Yes,Yes,85,34,NA,22,20,30,NA,7,32,61,6,0,0,1.7400000095367432,90,6,429,365
36677106035844,E,Oleander Elemen,Oleander Elementary,4006,Fontana Unified,238,San Bernardino,35,NA,99,419,403,20,16,No,No,No,No,88,49,No,31,20,31,NA,15,56,37,6,1,0,1.5299999713897705,63,31,683,535
36677106035851,E,Palmetto Elemen,Palmetto Elementary,4007,Fontana Unified,238,San Bernardino,35,NA,99,579,563,12,16,Yes,Yes,Yes,Yes,66,28,No,19,20,30,NA,7,33,46,10,8,2,2,78,22,716,636
36677106035869,E,Poplar Elementa,Poplar Elementary,4008,Fontana Unified,238,San Bernardino,35,NA,100,519,485,16,34,Yes,Yes,Yes,Yes,82,48,No,31,19,29,NA,6,38,34,10,7,10,2.1700000762939453,84,22,482,439
36677106035877,E,Randall Pepper ,Randall Pepper Elementary,4009,Fontana Unified,238,San Bernardino,35,NA,99,429,412,19,17,No,No,No,No,88,42,No,27,20,31,NA,6,36,18,36,11,0,2.2100000381469727,79,15,438,371
36677106035885,E,Redwood Element,Redwood Elementary,4010,Fontana Unified,238,San Bernardino,35,NA,99,453,428,19,25,Yes,Yes,Yes,Yes,84,49,No,30,20,31,NA,9,38,29,20,13,0,2.069999933242798,70,26,625,499
36677106035893,E,Primrose (Virgi,Primrose (Virginia) Elementary,4011,Fontana Unified,238,San Bernardino,35,NA,99,536,493,15,43,Yes,Yes,Yes,Yes,81,33,No,26,20,30,NA,13,59,34,5,2,0,1.4900000095367432,71,29,462,391
36677106035901,E,South Tamarind ,South Tamarind Elementary,4012,Fontana Unified,238,San Bernardino,35,NA,100,505,512,14,-7,No,No,No,No,74,38,No,22,19,29,NA,8,39,37,17,2,4,1.9600000381469727,72,19,569,491
36677106035919,E,West Randall El,West Randall Elementary,4013,Fontana Unified,238,San Bernardino,35,NA,100,483,463,17,20,Yes,Yes,Yes,Yes,87,52,No,45,20,31,NA,8,48,30,19,4,0,1.7799999713897705,73,17,710,603
36677106059398,M,Alder Middle,Alder Middle,4014,Fontana Unified,238,San Bernardino,35,NA,100,479,469,17,10,No,No,No,No,65,27,NA,19,NA,33,32,5,34,34,17,14,0,2.109999895095825,82,18,1351,1170
36677106059406,M,Fontana Middle,Fontana Middle,4015,Fontana Unified,238,San Bernardino,35,NA,100,489,480,16,9,No,No,No,No,68,28,NA,22,NA,35,31,7,28,46,17,9,0,2.059999942779541,65,43,1067,935
36677106061865,M,Sequoia Middle,Sequoia Middle,4016,Fontana Unified,238,San Bernardino,35,NA,100,558,528,14,30,Yes,Yes,Yes,Yes,64,34,NA,12,NA,35,34,5,39,30,17,12,3,2.0899999141693115,70,27,1584,1484
36677106068761,E,Cypress Element,Cypress Elementary,4017,Fontana Unified,238,San Bernardino,35,NA,98,483,444,18,39,Yes,Yes,Yes,Yes,79,40,No,24,20,28,NA,5,37,27,27,7,3,2.130000114440918,87,13,672,591
36677106102933,E,Tokay Elementar,Tokay Elementary,4018,Fontana Unified,238,San Bernardino,35,NA,100,510,504,15,6,No,No,No,No,80,32,No,19,19,30,NA,9,35,37,18,8,2,2.049999952316284,80,18,704,621
36677106106470,E,Locust Elementa,Locust Elementary,4019,Fontana Unified,238,San Bernardino,35,NA,99,546,475,16,71,Yes,Yes,Yes,Yes,67,26,No,23,19,27,NA,11,44,35,19,2,0,1.7899999618530273,97,3,443,390
36677106106504,M,Southridge Midd,Southridge Middle,4020,Fontana Unified,238,San Bernardino,35,NA,100,591,584,11,7,No,No,No,No,45,18,NA,14,NA,33,33,4,17,21,33,23,6,2.809999942779541,77,18,1160,1030
36677106108054,M,Almeria Middle,Almeria Middle,4021,Fontana Unified,238,San Bernardino,35,NA,98,489,488,16,1,No,No,No,No,61,31,NA,21,NA,34,35,6,54,35,6,6,0,1.6299999952316284,82,12,1614,1387
36677106108062,E,Oak Park Elemen,Oak Park Elementary,4022,Fontana Unified,238,San Bernardino,35,NA,99,675,607,10,68,Yes,Yes,Yes,Yes,53,22,No,20,20,31,NA,7,17,52,24,0,7,2.2799999713897705,88,12,448,383
36677106108070,E,Shadow Hills El,Shadow Hills Elementary,4023,Fontana Unified,238,San Bernardino,35,NA,99,616,581,11,35,Yes,Yes,Yes,Yes,63,22,No,18,19,30,NA,7,13,44,34,6,3,2.440000057220459,91,9,472,415
36677106110670,E,Canyon Crest El,Canyon Crest Elementary,4024,Fontana Unified,238,San Bernardino,35,NA,99,619,596,10,23,Yes,No,No,No,57,17,No,18,19,30,NA,10,19,37,30,13,2,2.4100000858306885,80,17,627,567
36677106110688,E,Mango Elementar,Mango Elementary,4025,Fontana Unified,238,San Bernardino,35,NA,99,545,521,14,24,Yes,Yes,Yes,Yes,74,33,No,21,19,28,NA,6,23,31,37,6,3,2.3399999141693115,79,21,541,481
36677106111173,E,Hemlock Element,Hemlock Elementary,4026,Fontana Unified,238,San Bernardino,35,NA,99,588,533,13,55,Yes,Yes,Yes,Yes,54,24,No,17,19,30,NA,6,28,36,20,16,0,2.240000009536743,78,16,441,383
36677106113351,M,Truman Harry S.,Truman Harry S. Middle,4027,Fontana Unified,238,San Bernardino,35,NA,100,543,525,14,18,Yes,No,No,No,60,28,NA,13,NA,32,32,4,32,30,23,14,2,2.25,92,8,1050,975
36677106114052,E,Date Elementary,Date Elementary,4028,Fontana Unified,238,San Bernardino,35,NA,96,460,429,19,31,Yes,Yes,Yes,Yes,93,49,No,23,19,30,NA,14,51,24,17,8,0,1.8300000429153442,76,24,483,409
36677366035935,E,Helendale Eleme,Helendale Elementary,4029,Helendale Elementary,297,San Bernardino,35,NA,98,758,724,4,34,Yes,Yes,Yes,Yes,32,4,NA,21,19,26,NA,86,11,22,36,21,10,2.9600000381469727,79,21,273,205
36677366107072,M,Riverview Middl,Riverview Middle,4030,Helendale Elementary,297,San Bernardino,35,NA,99,776,696,5,80,Yes,Yes,Yes,Yes,29,4,NA,22,NA,30,23,94,11,26,33,22,7,2.880000114440918,89,22,202,146
36677773636743,H,Twentynine Palm,Twentynine Palms High,4031,Morongo Unified,465,San Bernardino,35,NA,100,649,601,10,48,Yes,Yes,Yes,Yes,30,0,NA,16,NA,NA,26,88,6,24,33,29,7,3.0799999237060547,100,5,653,538
36677773638616,H,Yucca Valley Hi,Yucca Valley High,4032,Morongo Unified,465,San Bernardino,35,NA,96,660,655,7,5,No,No,No,No,30,1,NA,8,NA,NA,25,89,8,26,32,27,7,2.990000009536743,96,3,999,864
36677776035984,E,Joshua Tree Ele,Joshua Tree Elementary,4033,Morongo Unified,465,San Bernardino,35,NA,100,623,591,10,32,Yes,Yes,Yes,Yes,80,1,NA,24,17,22,NA,91,25,36,29,10,1,2.25,100,0,293,246
36677776035992,E,Morongo Valley ,Morongo Valley Elementary,4034,Morongo Unified,465,San Bernardino,35,NA,100,747,671,6,76,Yes,Yes,Yes,Yes,52,0,NA,21,22,18,NA,85,9,22,47,17,5,2.869999885559082,93,7,199,151
36677776036008,E,Oasis Elementar,Oasis Elementary,4035,Morongo Unified,465,San Bernardino,35,NA,96,666,637,8,29,Yes,Yes,Yes,Yes,51,1,NA,23,14,26,NA,90,10,29,43,12,7,2.7699999809265137,97,3,551,427
36677776036016,E,Palm Vista Elem,Palm Vista Elementary,4036,Morongo Unified,465,San Bernardino,35,NA,100,692,653,7,39,Yes,Yes,Yes,Yes,64,2,NA,29,21,22,NA,100,30,18,30,14,7,2.5,96,4,313,248
36677776036024,E,Twentynine Palm,Twentynine Palms Elementary,4037,Morongo Unified,465,San Bernardino,35,NA,100,709,677,6,32,Yes,Yes,Yes,Yes,50,0,NA,27,20,28,NA,87,7,33,25,28,7,2.950000047683716,97,3,431,343
36677776036032,M,Twentynine Palm,Twentynine Palms Junior High,4038,Morongo Unified,465,San Bernardino,35,NA,98,649,637,8,12,Yes,Yes,Yes,Yes,40,0,NA,16,NA,NA,27,81,5,22,34,30,9,3.1600000858306885,100,0,599,488
36677776036040,E,Yucca Valley El,Yucca Valley Elementary,4039,Morongo Unified,465,San Bernardino,35,NA,96,642,622,9,20,Yes,Yes,Yes,Yes,71,2,NA,32,16,17,NA,93,21,36,32,8,3,2.3499999046325684,100,4,406,324
36677776105589,E,Yucca Mesa Elem,Yucca Mesa Elementary,4040,Morongo Unified,465,San Bernardino,35,NA,100,666,649,8,17,Yes,Yes,Yes,Yes,49,1,NA,19,20,29,NA,90,13,31,36,17,3,2.6500000953674316,94,6,391,352
36677776106579,M,La Contenta Jun,La Contenta Junior High,4041,Morongo Unified,465,San Bernardino,35,NA,99,655,653,7,2,No,No,No,No,45,0,NA,21,NA,NA,26,87,10,23,38,22,7,2.930000066757202,100,2,691,584
36677776106827,E,Friendly Hills ,Friendly Hills Elementary,4042,Morongo Unified,465,San Bernardino,35,NA,75,702,645,8,57,Yes,Yes,Yes,No,42,0,NA,17,20,20,NA,79,7,17,47,21,10,3.0999999046325684,100,0,441,291
36677776109615,E,Condor Elementa,Condor Elementary,4043,Morongo Unified,465,San Bernardino,35,NA,98,759,726,4,33,Yes,Yes,Yes,Yes,36,3,NA,38,18,22,NA,96,2,27,40,24,7,3.0899999141693115,100,0,334,244
36677776109623,E,Landers Element,Landers Elementary,4044,Morongo Unified,465,San Bernardino,35,NA,100,594,584,11,10,No,Yes,No,No,69,1,NA,18,18,28,NA,95,33,43,19,4,2,1.9900000095367432,100,0,149,137
36677776113070,E,Onaga Elementar,Onaga Elementary,4045,Morongo Unified,465,San Bernardino,35,NA,97,666,673,6,-7,No,No,No,No,55,1,NA,23,22,31,NA,91,16,30,35,11,7,2.630000114440918,100,0,477,397
36677856036057,E,Mountain View E,Mountain View Elementary,4046,Mountain View Elementary,471,San Bernardino,35,NA,100,785,713,4,72,Yes,Yes,Yes,Yes,31,14,NA,10,18,31,NA,89,11,33,38,14,5,2.700000047683716,83,14,372,327
36677856102909,M,Yokley (Grace) ,Yokley (Grace) Elementary,4047,Mountain View Elementary,471,San Bernardino,35,NA,99,679,663,7,16,Yes,Yes,Yes,Yes,19,3,NA,14,NA,28,28,67,7,23,39,22,10,3.059999942779541,86,16,978,874
36677856105449,E,Creek View Elem,Creek View Elementary,4048,Mountain View Elementary,471,San Bernardino,35,NA,99,749,661,7,88,Yes,Yes,Yes,Yes,24,8,NA,11,19,30,NA,83,4,23,42,21,9,3.0799999237060547,84,13,580,509
36677856110050,E,Ranch View Elem,Ranch View Elementary,4049,Mountain View Elementary,471,San Bernardino,35,NA,99,732,698,5,34,Yes,Yes,Yes,Yes,36,8,NA,14,19,28,NA,75,6,19,41,20,14,3.1600000858306885,83,15,486,409
36678013634169,H,Needles Senior ,Needles Senior High,4050,Needles Unified,481,San Bernardino,35,NA,98,602,594,10,8,No,Yes,No,No,26,1,NA,7,NA,NA,23,89,13,26,30,19,11,2.9100000858306885,93,0,200,185
36678016036107,E,Parker Dam Elem,Parker Dam Elementary,4051,Needles Unified,481,San Bernardino,35,NA,100,707,657,7,50,Yes,Yes,Yes,Yes,54,0,NA,19,17,26,NA,72,9,35,30,26,0,2.7300000190734863,100,0,155,117
36678016036115,E,Vista Colorado ,Vista Colorado Elementary,4052,Needles Unified,481,San Bernardino,35,NA,99,630,635,8,-5,No,No,No,No,65,1,NA,18,17,23,NA,87,8,44,36,10,2,2.549999952316284,100,0,232,185
36678016100929,M,Needles Middle,Needles Middle,4053,Needles Unified,481,San Bernardino,35,NA,94,621,651,7,-30,No,No,No,No,53,2,NA,19,NA,25,24,86,12,39,24,21,4,2.6700000762939453,92,8,250,194
36678196036123,E,Arroyo Elementa,Arroyo Elementary,4054,Ontario-Montclair Elem,513,San Bernardino,35,NA,100,640,580,11,60,Yes,Yes,Yes,Yes,73,40,NA,22,21,29,NA,89,37,28,23,9,3,2.130000114440918,83,13,510,391
36678196036131,E,Berlyn Elementa,Berlyn Elementary,4055,Ontario-Montclair Elem,513,San Bernardino,35,NA,98,471,438,18,33,Yes,Yes,Yes,Yes,71,49,NA,14,22,30,NA,85,42,32,18,6,2,1.9500000476837158,67,9,700,604
36678196036149,E,Bon View Elemen,Bon View Elementary,4056,Ontario-Montclair Elem,513,San Bernardino,35,NA,99,542,498,15,44,Yes,Yes,Yes,Yes,70,41,No,15,19,30,NA,82,32,30,24,11,3,2.2300000190734863,81,12,742,627
36678196036156,E,Buena Vista Art,Buena Vista Arts-integrated,4057,Ontario-Montclair Elem,513,San Bernardino,35,NA,100,637,639,8,-2,No,Yes,No,No,45,20,NA,15,20,30,NA,83,5,39,30,19,7,2.8399999141693115,71,14,255,223
36678196036172,E,Corona Elementa,Corona Elementary,4058,Ontario-Montclair Elem,513,San Bernardino,35,NA,100,428,384,21,44,Yes,Yes,Yes,Yes,98,61,No,18,20,28,NA,59,43,33,16,6,2,1.909999966621399,62,19,625,521
36678196036198,E,Haynes (Richard,Haynes (Richard) Elementary,4059,Ontario-Montclair Elem,513,San Bernardino,35,NA,100,576,501,15,75,Yes,Yes,Yes,Yes,63,37,NA,14,22,29,NA,92,26,34,27,9,3,2.309999942779541,70,19,843,717
36678196036206,M,Deanza Middle,Deanza Middle,4060,Ontario-Montclair Elem,513,San Bernardino,35,NA,98,493,458,17,35,Yes,Yes,Yes,Yes,73,61,NA,14,NA,29,29,83,49,22,18,9,3,1.940000057220459,90,5,890,717
36678196036214,E,Del Norte Eleme,Del Norte Elementary,4061,Ontario-Montclair Elem,513,San Bernardino,35,NA,99,435,423,19,12,No,No,No,No,86,63,No,16,20,32,NA,70,47,27,17,7,2,1.909999966621399,56,37,685,591
36678196036222,E,Edison Elementa,Edison Elementary,4062,Ontario-Montclair Elem,513,San Bernardino,35,NA,100,601,574,11,27,Yes,Yes,Yes,Yes,65,40,NA,15,19,30,NA,96,30,27,27,13,2,2.299999952316284,92,8,338,304
36678196036230,E,El Camino Eleme,El Camino Elementary,4063,Ontario-Montclair Elem,513,San Bernardino,35,NA,100,609,584,11,25,Yes,Yes,Yes,Yes,70,43,NA,18,19,30,NA,98,34,35,21,9,2,2.0999999046325684,90,7,487,434
36678196036248,E,Elderberry Elem,Elderberry Elementary,4064,Ontario-Montclair Elem,513,San Bernardino,35,NA,96,508,501,15,7,No,No,No,No,83,57,No,21,21,29,NA,84,46,29,16,7,2,1.8899999856948853,80,10,647,513
36678196036263,E,Hawthorne Eleme,Hawthorne Elementary,4065,Ontario-Montclair Elem,513,San Bernardino,35,NA,96,620,567,12,53,Yes,Yes,Yes,Yes,55,32,No,16,22,29,NA,75,25,27,33,10,6,2.450000047683716,85,2,682,557
36678196036271,E,Howard Elementa,Howard Elementary,4066,Ontario-Montclair Elem,513,San Bernardino,35,NA,100,611,593,10,18,Yes,Yes,Yes,Yes,72,46,NA,17,20,31,NA,89,33,28,27,10,3,2.2100000381469727,90,17,441,364
36678196036289,M,Wiltsey (Ray) M,Wiltsey (Ray) Middle,4067,Ontario-Montclair Elem,513,San Bernardino,35,NA,98,467,455,17,12,No,No,No,No,73,54,NA,13,NA,NA,29,95,51,27,14,8,1,1.8200000524520874,84,16,892,774
36678196036347,E,Mariposa Elemen,Mariposa Elementary,4068,Ontario-Montclair Elem,513,San Bernardino,35,NA,100,424,383,21,41,Yes,Yes,Yes,Yes,100,71,No,16,21,30,NA,77,54,22,17,4,3,1.7999999523162842,64,36,634,566
36678196036354,E,Mission Element,Mission Elementary,4069,Ontario-Montclair Elem,513,San Bernardino,35,NA,100,490,466,17,24,Yes,No,No,No,74,41,NA,23,20,31,NA,85,29,34,26,9,2,2.2200000286102295,87,13,814,635
36678196036362,E,Monte Vista Ele,Monte Vista Elementary,4070,Ontario-Montclair Elem,513,San Bernardino,35,NA,100,513,484,16,29,Yes,Yes,Yes,Yes,80,44,NA,19,20,27,NA,75,27,36,24,11,2,2.240000009536743,90,5,569,471
36678196036370,E,Moreno Elementa,Moreno Elementary,4071,Ontario-Montclair Elem,513,San Bernardino,35,NA,97,557,496,15,61,Yes,Yes,Yes,Yes,78,53,NA,16,22,27,NA,93,35,33,18,11,3,2.1600000858306885,88,3,349,296
36678196036388,E,Ramona Elementa,Ramona Elementary,4072,Ontario-Montclair Elem,513,San Bernardino,35,NA,100,489,441,18,48,Yes,Yes,Yes,Yes,84,70,NA,17,22,32,NA,87,49,28,14,6,3,1.850000023841858,100,0,614,496
36678196036404,M,Serrano Middle,Serrano Middle,4073,Ontario-Montclair Elem,513,San Bernardino,35,NA,98,527,471,16,56,Yes,Yes,Yes,Yes,72,46,NA,14,NA,35,29,94,58,23,12,5,3,1.7100000381469727,86,21,982,772
36678196036420,M,Vernon Middle,Vernon Middle,4074,Ontario-Montclair Elem,513,San Bernardino,35,NA,96,535,495,15,40,Yes,Yes,Yes,Yes,64,46,NA,26,NA,30,27,97,37,35,18,9,2,2.049999952316284,56,40,954,746
36678196036438,M,Vina Danks Midd,Vina Danks Middle,4075,Ontario-Montclair Elem,513,San Bernardino,35,NA,98,610,584,11,26,Yes,Yes,Yes,Yes,55,36,NA,38,NA,33,26,80,33,26,27,9,4,2.259999990463257,64,31,1004,812
36678196113476,M,Oaks Middle,Oaks Middle,4076,Ontario-Montclair Elem,513,San Bernardino,35,NA,99,494,518,14,-24,No,No,No,No,64,40,NA,12,NA,NA,31,91,34,25,24,13,4,2.2899999618530273,80,20,974,853
36678433630779,H,Redlands East V,Redlands East Valley High,4077,Redlands Unified,584,San Bernardino,35,NA,99,702,698,5,4,No,No,No,No,17,5,NA,8,NA,NA,29,100,12,12,28,30,18,3.2899999618530273,89,11,2149,1900
36678433635042,H,Redlands Senior,Redlands Senior High,4078,Redlands Unified,584,San Bernardino,35,NA,98,711,705,5,6,Yes,No,No,No,27,11,NA,6,NA,NA,29,100,13,13,21,29,24,3.380000114440918,92,6,1737,1493
36678436036479,E,Crafton Element,Crafton Elementary,4079,Redlands Unified,584,San Bernardino,35,NA,100,751,722,4,29,Yes,Yes,Yes,Yes,25,2,No,13,19,33,NA,100,5,20,32,23,19,3.309999942779541,100,3,522,466
36678436036487,E,Cram Elementary,Cram Elementary,4080,Redlands Unified,584,San Bernardino,35,NA,99,819,774,1,45,Yes,Yes,Yes,Yes,10,2,NA,12,18,34,NA,100,8,13,29,28,23,3.450000047683716,93,4,356,320
36678436036503,E,Franklin Elemen,Franklin Elementary,4081,Redlands Unified,584,San Bernardino,35,NA,99,651,611,9,40,Yes,Yes,Yes,Yes,68,12,No,19,19,30,NA,100,17,31,33,13,6,2.5799999237060547,100,0,493,413
36678436036537,E,Lugonia Element,Lugonia Elementary,4082,Redlands Unified,584,San Bernardino,35,NA,100,540,498,15,42,Yes,Yes,Yes,Yes,74,18,No,19,20,32,NA,100,21,46,23,6,4,2.259999990463257,97,0,474,395
36678436036545,E,Mariposa Elemen,Mariposa Elementary,4083,Redlands Unified,584,San Bernardino,35,NA,100,862,830,NA,32,Yes,Yes,Yes,Yes,12,2,NA,14,19,30,NA,100,4,12,18,28,38,3.8399999141693115,100,0,342,305
36678436036552,E,McKinley Elemen,McKinley Elementary,4084,Redlands Unified,584,San Bernardino,35,NA,100,750,721,4,29,Yes,Yes,Yes,Yes,46,3,NA,18,20,24,NA,100,8,17,40,19,16,3.1700000762939453,100,0,248,203
36678436036560,E,Mentone Element,Mentone Elementary,4085,Redlands Unified,584,San Bernardino,35,NA,99,678,685,6,-7,No,No,No,No,49,8,NA,13,20,34,NA,100,17,25,34,18,7,2.740000009536743,93,7,383,352
36678436036586,E,Smiley Elementa,Smiley Elementary,4086,Redlands Unified,584,San Bernardino,35,NA,99,791,719,4,72,Yes,Yes,Yes,Yes,35,7,No,18,19,30,NA,100,6,20,33,23,19,3.299999952316284,97,0,467,403
36678436036594,E,Victoria Elemen,Victoria Elementary,4087,Redlands Unified,584,San Bernardino,35,NA,99,594,566,12,28,Yes,Yes,Yes,Yes,84,38,No,10,19,23,NA,100,45,20,20,12,4,2.0899999141693115,100,3,417,378
36678436059414,M,Clement Middle,Clement Middle,4088,Redlands Unified,584,San Bernardino,35,NA,99,719,682,6,37,Yes,Yes,Yes,Yes,35,10,NA,20,NA,31,29,100,25,15,27,19,14,2.8299999237060547,89,11,1400,1087
36678436061881,M,Moore Middle,Moore Middle,4089,Redlands Unified,584,San Bernardino,35,NA,99,696,692,5,4,No,Yes,No,No,43,7,NA,13,NA,31,28,100,12,20,30,22,15,3.0899999141693115,92,7,1341,1130
36678436067060,E,Kingsbury Eleme,Kingsbury Elementary,4090,Redlands Unified,584,San Bernardino,35,NA,100,691,642,8,49,Yes,Yes,Yes,Yes,60,8,No,15,19,31,NA,100,12,27,36,18,7,2.809999942779541,100,3,402,358
36678436108179,E,Arroyo Verde El,Arroyo Verde Elementary,4091,Redlands Unified,584,San Bernardino,35,NA,99,795,765,2,30,Yes,Yes,Yes,Yes,16,4,No,12,19,31,NA,100,7,15,34,27,17,3.3299999237060547,100,3,525,455
36678436111132,E,Bryn Mawr Eleme,Bryn Mawr Elementary,4092,Redlands Unified,584,San Bernardino,35,NA,99,746,663,7,83,Yes,Yes,Yes,Yes,52,17,No,18,19,32,NA,99,8,19,31,25,17,3.240000009536743,93,5,521,437
36678503630597,H,Rialto High,Rialto High,4093,Rialto Unified,590,San Bernardino,35,NA,100,510,512,14,-2,No,No,No,No,53,25,NA,17,NA,NA,30,2,33,26,21,19,2,2.3299999237060547,79,19,2575,2266
36678503633005,H,Eisenhower Seni,Eisenhower Senior High,4094,Rialto Unified,590,San Bernardino,35,NA,95,519,508,15,11,No,No,No,No,39,15,NA,19,NA,NA,31,3,18,27,27,27,2,2.6700000762939453,90,11,2465,2108
36678506036602,E,Bemis Elementar,Bemis Elementary,4095,Rialto Unified,590,San Bernardino,35,NA,99,594,544,13,50,Yes,Yes,Yes,Yes,66,18,No,40,18,30,NA,0,0,0,0,0,0,NA,86,7,673,556
36678506036610,E,Boyd Elementary,Boyd Elementary,4096,Rialto Unified,590,San Bernardino,35,NA,100,493,504,15,-11,No,No,No,No,74,34,No,26,19,30,NA,0,0,0,0,0,0,NA,67,24,475,414
36678506036628,E,Casey Elementar,Casey Elementary,4097,Rialto Unified,590,San Bernardino,35,NA,100,555,488,16,67,Yes,Yes,Yes,Yes,84,34,No,27,19,31,NA,0,0,0,0,0,0,NA,76,17,560,481
36678506036636,E,Dunn Elementary,Dunn Elementary,4098,Rialto Unified,590,San Bernardino,35,NA,100,478,437,18,41,Yes,Yes,Yes,Yes,83,42,No,29,19,32,NA,0,100,0,0,0,0,1,79,21,568,475
36678506036644,E,Henry Elementar,Henry Elementary,4099,Rialto Unified,590,San Bernardino,35,NA,100,483,413,19,70,Yes,No,No,No,78,33,No,46,18,30,NA,0,0,0,0,0,0,NA,79,24,465,385
36678506036651,E,Kelley Elementa,Kelley Elementary,4100,Rialto Unified,590,San Bernardino,35,NA,100,509,470,17,39,Yes,Yes,Yes,Yes,75,32,No,32,19,34,NA,5,28,55,10,7,0,1.9700000286102295,78,23,522,437
36678506036669,E,Morgan Elementa,Morgan Elementary,4101,Rialto Unified,590,San Bernardino,35,NA,100,537,480,16,57,Yes,Yes,Yes,Yes,74,17,No,39,19,27,NA,0,0,0,0,0,0,NA,79,23,528,439
36678506036677,E,Myers Elementar,Myers Elementary,4102,Rialto Unified,590,San Bernardino,35,NA,98,562,484,16,78,Yes,Yes,Yes,Yes,82,24,No,35,18,30,NA,0,0,100,0,0,0,2,79,11,497,405
36678506036685,E,Preston Element,Preston Elementary,4103,Rialto Unified,590,San Bernardino,35,NA,100,515,496,15,19,Yes,No,No,No,77,31,No,27,19,32,NA,0,0,0,0,0,0,NA,83,7,555,467
